targetId	diseaseId	datasourceId	year	novelty	score	sourceId	targetSymbol	targetName	targetBiotype	proteinId	isInMembrane	isSecreted	hasSafetyEvent	hasPocket	hasLigand	hasSmallMoleculeBinder	geneticConstraint	paralogMaxIdentityPercentage	mouseOrthologMaxIdentityPercentage	isCancerDriverGene	hasTEP	mouseKOScore	hasHighQualityChemicalProbes	maxClinicalTrialPhase	tissueSpecificity	tissueDistribution
ENSG00000099194	EFO_0003767	expression_atlas	2023	0.005	0.203	expression_atlas	SCD	stearoyl-CoA desaturase	protein_coding	O00767	0.0	0.0	-1.0	0.0	1.0	1.0	-0.7379662429672849	0.0	0.15041999999999972			-0.9247071369577022	0.0		0.5	-1.0
ENSG00000112182	EFO_0003767	expression_atlas	2023	0.008	0.079	expression_atlas	BACH2	BTB domain and CNC homolog 2	protein_coding	Q9BYV9	0.0	0.0		0.0	0.0	0.0	-0.8465305271931652	0.0	0.5005949999999999			-0.35063214038584284			0.75	0.0
ENSG00000138135	EFO_0003767	expression_atlas	2023	0.002	0.051	expression_atlas	CH25H	cholesterol 25-hydroxylase	protein_coding	O95992	0.0	0.0		0.0	0.0	0.0	-0.046676390914773935	0.0	0.0			0.0			0.5	0.0
ENSG00000147439	EFO_0003767	expression_atlas	2023	0.005	0.043	expression_atlas	BIN3	bridging integrator 3	protein_coding	Q9NQY0	0.0	0.0		0.0	0.0	0.0	0.6806626380495937	0.0	0.7233199999999996			-0.7215993159387879			-1.0	-1.0
ENSG00000163568	EFO_0003767	expression_atlas	2023	0.003	0.082	expression_atlas	AIM2	absent in melanoma 2	protein_coding	O14862	0.0	0.0		0.0	0.0	0.0	0.7095228172535946	0.0	0.0			-0.8174853538455412			0.5	0.0
ENSG00000165269	EFO_0003767	expression_atlas	2023	0.002	0.308	expression_atlas	AQP7	aquaporin 7	protein_coding	O14520	1.0	0.0		0.0	0.0	0.0	0.984371744113357	-0.7514624999999999	0.0			-0.30042836693031594			0.5	0.0
ENSG00000230563	EFO_0003767	expression_atlas	2023	0.001	0.031	expression_atlas																				
ENSG00000015285	EFO_0003767	expression_atlas	2023	0.002	0.029	expression_atlas	WAS	WASP actin nucleation promoting factor	protein_coding	P42768	1.0	0.0		0.0	0.0	0.0	-0.9418628881016878	0.0	0.4621499999999997	-1.0		-0.3299842383189894			0.5	0.0
ENSG00000073861	EFO_0003767	expression_atlas	2023	0.014	0.184	expression_atlas	TBX21	T-box transcription factor 21	protein_coding	Q9UL17	0.0	0.0		0.0	0.0	0.0	-0.8546572202542196	0.0	0.3457949999999997			-0.31530803521853196			0.75	0.5
ENSG00000076706	EFO_0003767	expression_atlas	2023	0.008	0.147	expression_atlas	MCAM	melanoma cell adhesion molecule	protein_coding	P43121	1.0	0.0		0.0	0.0	0.0	-0.39831214836424256	0.0	0.0			0.0		0.25	-1.0	-1.0
ENSG00000100813	EFO_0003767	expression_atlas	2023	0.008	0.066	expression_atlas	ACIN1	apoptotic chromatin condensation inducer 1	protein_coding	Q9UKV3	1.0	0.0		0.0	0.0	0.0	-0.886122108772661		0.31021						-1.0	-1.0
ENSG00000135439	EFO_0003767	expression_atlas	2023	0.007	0.061	expression_atlas	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	protein_coding	Q99490	0.0	0.0		0.0	0.0	0.0	-0.8019379037299438	0.0	0.7315449999999999			-0.12511711754295884			1.0	0.0
ENSG00000144406	EFO_0003767	expression_atlas	2023	0.001	0.046	expression_atlas	UNC80	unc-80 homolog, NALCN channel complex subunit	protein_coding	Q8N2C7	0.0	0.0		0.0	0.0	0.0	-0.7455719941654511		0.8360399999999999			-0.7394165797102098			0.75	0.5
ENSG00000155463	EFO_0003767	expression_atlas	2023	0.013	0.108	expression_atlas	OXA1L	OXA1L mitochondrial inner membrane protein	protein_coding	Q15070	0.0	0.0		0.0	0.0	0.0	0.16857678683058963	0.0	0.0			-0.5294145467853534			-1.0	-1.0
ENSG00000169684	EFO_0003767	expression_atlas	2023	0.001	0.024	expression_atlas	CHRNA5	cholinergic receptor nicotinic alpha 5 subunit	protein_coding	P30532	1.0	0.0	-1.0	0.0	1.0	1.0	0.2771410710564701	-0.08119750000000003	0.45512999999999976			0.0		0.5	-1.0	0.0
ENSG00000179241	EFO_0003767	expression_atlas	2023	0.003	0.132	expression_atlas	LDLRAD3	low density lipoprotein receptor class A domain containing 3	protein_coding	Q86YD5	0.0	0.0		0.0	0.0	0.0	-0.10272973536153363		0.7970999999999997						0.5	-1.0
ENSG00000213213	EFO_0003767	expression_atlas	2023	0.006	0.053	expression_atlas	CCDC183	coiled-coil domain containing 183	protein_coding	Q5T5S1				0.0	0.0	0.0	0.09387372369243585					0.0			1.0	0.5
ENSG00000072121	EFO_0003767	expression_atlas	2023	0.004	0.033	expression_atlas	ZFYVE26	zinc finger FYVE-type containing 26	protein_coding	Q68DK2	0.0	0.0		0.0	0.0	0.0	-0.3737236924359242	0.0	0.11382499999999993			-0.32731755354426156			-1.0	-1.0
ENSG00000124568	EFO_0003767	expression_atlas	2023	0.001	0.151	expression_atlas	SLC17A1	solute carrier family 17 member 1	protein_coding	Q14916	0.0	0.0		0.0	0.0	0.0	0.5183371535736612	0.0	0.0			0.0			0.75	0.5
ENSG00000162636	EFO_0003767	expression_atlas	2023	0.005	0.038	expression_atlas	EEIG2	EEIG family member 2	protein_coding	Q5T8I3	0.0	0.0		0.0	0.0	0.0	-0.16888935194832255	-0.06944499999999998	0.75						-1.0	0.0
ENSG00000162654	EFO_0003767	expression_atlas	2023	0.003	0.219	expression_atlas	GBP4	guanylate binding protein 4	protein_coding	Q96PP9	1.0	0.0		0.0	0.0	0.0	0.3897687018128777	-0.390625	0.0			-0.43957067362037694			-1.0	-1.0
ENSG00000163563	EFO_0003767	expression_atlas	2023	0.002	0.281	expression_atlas	MNDA	myeloid cell nuclear differentiation antigen	protein_coding	P41218	0.0	0.0		0.0	0.0	0.0	0.8517399458220463	0.0	0.0			-0.8155087284734475			0.75	-1.0
ENSG00000173535	EFO_0003767	expression_atlas	2023	0.001	0.236	expression_atlas	TNFRSF10C	TNF receptor superfamily member 10c	protein_coding	O14798	1.0	0.0		0.0	0.0	0.0	0.825484475932486	0.0	0.0			-0.652170382311242			0.5	0.0
ENSG00000176971	EFO_0003767	expression_atlas	2023	0.002	0.186	expression_atlas	FIBIN	fin bud initiation factor homolog	protein_coding	Q8TAL6	0.0	1.0		0.0	0.0	0.0	-0.002292144196707646		0.6682450000000003			0.0			-1.0	0.0
ENSG00000181617	EFO_0003767	expression_atlas	2023	0.001	0.083	expression_atlas	FDCSP	follicular dendritic cell secreted protein	protein_coding	Q8NFU4	0.0	1.0		0.0	0.0	0.0	0.5354240466763909		0.0						0.75	0.0
ENSG00000184979	EFO_0003767	expression_atlas	2023	0.004	0.034	expression_atlas	USP18	ubiquitin specific peptidase 18	protein_coding	Q9UMW8	0.0	0.0		0.0	0.0	0.0	-0.20514690560533444	0.0	0.0			-0.8553327117889464			-1.0	0.0
ENSG00000198959	EFO_0003767	expression_atlas	2023	0.004	0.239	expression_atlas	TGM2	transglutaminase 2	protein_coding	P21980	1.0	1.0		1.0	1.0	1.0	0.3325692852677642	0.0	0.20669499999999985			-0.9056782173592794			0.5	-1.0
ENSG00000224259	EFO_0003767	expression_atlas	2023	0.008	0.153	expression_atlas																				
ENSG00000258483	EFO_0003767	expression_atlas	2023	0.001	0.051	expression_atlas																				
ENSG00000271828	EFO_0003767	expression_atlas	2023	0.004	0.031	expression_atlas																				
ENSG00000021300	EFO_0003767	expression_atlas	2023	0.001	0.023	expression_atlas	PLEKHB1	pleckstrin homology domain containing B1	protein_coding	Q9UF11	0.0	0.0		0.0	0.0	0.0	0.10377161908730992	0.0	0.6913600000000002						0.5	0.0
ENSG00000076382	EFO_0003767	expression_atlas	2023	0.004	0.031	expression_atlas	SPAG5	sperm associated antigen 5	protein_coding	Q96R06	0.0	0.0		0.0	0.0	0.0	-0.23327776620129193		0.0						0.5	0.0
ENSG00000105355	EFO_0003767	expression_atlas	2023	0.014	0.12	expression_atlas	PLIN3	perilipin 3	protein_coding	O60664	0.0	0.0		0.0	0.0	0.0	0.31381537820379246	0.0	0.0			-0.2869433129937879			-1.0	-1.0
ENSG00000115204	EFO_0003767	expression_atlas	2023	0.01	0.087	expression_atlas	MPV17	mitochondrial inner membrane protein MPV17	protein_coding	P39210	0.0	0.0		0.0	0.0	0.0	0.8205876224213378	0.0	0.6022750000000002			-0.9533874779484947			-1.0	-1.0
ENSG00000116254	EFO_0003767	expression_atlas	2023	0.001	0.07	expression_atlas	CHD5	chromodomain helicase DNA binding protein 5	protein_coding	Q8TDI0	0.0	0.0		0.0	0.0	0.0	-0.935507397374453	-0.25793250000000006	0.7185250000000003			-0.23922136790790777			0.75	0.5
ENSG00000139146	EFO_0003767	expression_atlas	2023	0.006	0.054	expression_atlas	SINHCAF	SIN3-HDAC complex associated factor	protein_coding	Q9NP50	0.0	0.0		0.0	0.0	0.0	-0.7732861012710981		0.88688			-0.9075539643025221			-1.0	-1.0
ENSG00000168314	EFO_0003767	expression_atlas	2023	0.001	0.06	expression_atlas	MOBP	myelin associated oligodendrocyte basic protein	protein_coding	Q13875	0.0	0.0		0.0	0.0	0.0	0.3516357574494686	0.0	0.0			0.0			1.0	0.5
ENSG00000170561	EFO_0003767	expression_atlas	2023	0.015	0.173	expression_atlas	IRX2	iroquois homeobox 2	protein_coding	Q9BZI1	0.0	0.0		0.0	0.0	0.0	-0.1606584705146905	0.0	0.34182500000000005						0.5	0.0
ENSG00000187658	EFO_0003767	expression_atlas	2023	0.005	0.038	expression_atlas	C5orf52	chromosome 5 open reading frame 52	protein_coding	A6NGY3				0.0	0.0	0.0	0.6401333611168993		0.0						1.0	0.5
ENSG00000204227	EFO_0003767	expression_atlas	2023	0.012	0.101	expression_atlas	RING1	ring finger protein 1	protein_coding	Q06587	0.0	0.0		0.0	0.0	0.0	-0.5328193373619504	0.0	0.8275849999999998			0.0			-1.0	-1.0
ENSG00000224968	EFO_0003767	expression_atlas	2023	0.001	0.175	expression_atlas																				
ENSG00000103510	EFO_0003767	expression_atlas	2023	0.005	0.038	expression_atlas	KAT8	lysine acetyltransferase 8	protein_coding	Q9H7Z6	0.0	0.0		1.0	1.0	1.0	-0.5224005001041884	0.0	0.8908299999999997			-0.86742329956243			-1.0	-1.0
ENSG00000105755	EFO_0003767	expression_atlas	2023	0.011	0.211	expression_atlas	ETHE1	ETHE1 persulfide dioxygenase	protein_coding	O95571	0.0	0.0		0.0	0.0	0.0	0.5816836841008544	0.0	0.46850499999999967			-0.7617454618458719			0.5	-1.0
ENSG00000125378	EFO_0003767	expression_atlas	2023	0.013	0.131	expression_atlas	BMP4	bone morphogenetic protein 4	protein_coding	P12644	0.0	1.0		0.0	0.0	1.0	-0.7113982079599916	-0.03798999999999993	0.8284300000000002			-0.9817037581156479	0.0		0.5	0.0
ENSG00000162496	EFO_0003767	expression_atlas	2023	0.009	0.076	expression_atlas	DHRS3	dehydrogenase/reductase 3	protein_coding	O75911	0.0	0.0		0.0	0.0	0.0	-0.293081892060846	0.0	0.7516550000000002			-0.9039691281301684			0.5	-1.0
ENSG00000163191	EFO_0003767	expression_atlas	2023	0.001	0.14	expression_atlas	S100A11	S100 calcium binding protein A11	protein_coding	P31949	0.0	0.0		0.0	0.0	0.0	0.8275682433840383	0.0	0.047619999999999864						0.5	-1.0
ENSG00000175854	EFO_0003767	expression_atlas	2023	0.003	0.021	expression_atlas					0.0	0.0					0.23359033131902485		0.0						-1.0	-1.0
ENSG00000183484	EFO_0003767	expression_atlas	2023	0.001	0.044	expression_atlas	GPR132	G protein-coupled receptor 132	protein_coding	Q9UNW8	1.0	0.0		0.0	0.0	0.0	0.6551364867680767	0.0				-0.6235506731173945			0.5	0.0
ENSG00000213339	EFO_0003767	expression_atlas	2023	0.008	0.096	expression_atlas	QTRT1	queuine tRNA-ribosyltransferase catalytic subunit 1	protein_coding	Q9BXR0	0.0	0.0		0.0	0.0	1.0	0.21223171494061255	0.0	0.3548400000000001			0.0			-1.0	-1.0
ENSG00000224822	EFO_0003767	expression_atlas	2023	0.001	0.052	expression_atlas																				
ENSG00000009790	EFO_0003767	expression_atlas	2023	0.005	0.039	expression_atlas	TRAF3IP3	TRAF3 interacting protein 3	protein_coding	Q9Y228	0.0	0.0		0.0	0.0	0.0	-0.04917691185663675	0.0	0.0			0.0			1.0	0.0
ENSG00000066405	EFO_0003767	expression_atlas	2023	0.001	0.165	expression_atlas	CLDN18	claudin 18	protein_coding	P56856	0.0	0.0		0.0	0.0	0.0	0.4239424880183371	0.0	0.4444450000000003			-0.30437082834270324		0.75	0.75	0.5
ENSG00000102572	EFO_0003767	expression_atlas	2023	0.004	0.037	expression_atlas	STK24	serine/threonine kinase 24	protein_coding	Q9Y6E0	0.0	0.0	-1.0	1.0	1.0	1.0	-0.40102104605126065	-0.3097449999999998	0.8491900000000001			-0.11063639916225082	1.0		-1.0	-1.0
ENSG00000104915	EFO_0003767	expression_atlas	2023	0.003	0.029	expression_atlas	STX10	syntaxin 10	protein_coding	O60499	0.0	0.0		0.0	0.0	0.0	0.6133569493644508	-0.06626499999999994							-1.0	-1.0
ENSG00000106211	EFO_0003767	expression_atlas	2023	0.02	0.188	expression_atlas	HSPB1	heat shock protein family B (small) member 1	protein_coding	P04792	1.0	0.0		0.0	1.0	1.0	0.8918524692644301	0.0	0.21950999999999965			-0.6416911181591145		0.5	0.5	-1.0
ENSG00000126262	EFO_0003767	expression_atlas	2023	0.001	0.325	expression_atlas	FFAR2	free fatty acid receptor 2	protein_coding	O15552	1.0	0.0		0.0	1.0	1.0	0.41102312981871214	0.0	0.2272750000000002			-0.8066132109279353	1.0	0.5	0.5	0.0
ENSG00000130529	EFO_0003767	expression_atlas	2023	0.009	0.146	expression_atlas	TRPM4	transient receptor potential cation channel subfamily M member 4	protein_coding	Q8TD43	1.0	0.0		0.0	1.0	1.0	0.23234007084809338	0.0	0.13096999999999995			-0.4911516266845048			-1.0	-1.0
ENSG00000150977	EFO_0003767	expression_atlas	2023	0.015	0.177	expression_atlas	RILPL2	Rab interacting lysosomal protein like 2	protein_coding	Q969X0	0.0	0.0		0.0	0.0	0.0	0.29131068972702656	0.0	0.0			-0.45806794162493086			0.5	-1.0
ENSG00000173917	EFO_0003767	expression_atlas	2023	0.002	0.04	expression_atlas	HOXB2	homeobox B2	protein_coding	P14652	0.0	0.0		0.0	0.0	0.0	0.4802042092102521	0.0	0.01685500000000033			-0.8556623770257568			-1.0	0.0
ENSG00000065923	EFO_0003767	expression_atlas	2023	0.011	0.179	expression_atlas	SLC9A7	solute carrier family 9 member A7	protein_coding	Q96T83	0.0	0.0		0.0	0.0	0.0	-0.8054803083975828	-0.14600499999999988	0.7658400000000001			0.0			0.5	0.0
ENSG00000080823	EFO_0003767	expression_atlas	2023	0.004	0.032	expression_atlas	MOK	MOK protein kinase	protein_coding	Q9UQ07	0.0	0.0		0.0	1.0	0.0	0.732444259220671	0.0	0.17661000000000016						0.5	0.0
ENSG00000089902	EFO_0003767	expression_atlas	2023	0.01	0.083	expression_atlas	RCOR1	REST corepressor 1	protein_coding	Q9UKL0	0.0	0.0		0.0	1.0	0.0	-0.973119399874974	0.0	0.44329999999999997						-1.0	-1.0
ENSG00000124875	EFO_0003767	expression_atlas	2023	0.001	0.376	expression_atlas	CXCL6	C-X-C motif chemokine ligand 6	protein_coding	P80162	0.0	1.0		0.0	0.0	0.0	0.9949989581162741	-0.4956150000000001	0.0			-0.652170382311242			0.75	0.0
ENSG00000128342	EFO_0003767	expression_atlas	2023	0.004	0.031	expression_atlas	LIF	LIF interleukin 6 family cytokine	protein_coding	P15018	0.0	1.0		0.0	0.0	0.0	-0.19431131485726194		0.0			-0.9581092417396333			0.5	0.0
ENSG00000128652	EFO_0003767	expression_atlas	2023	0.001	0.086	expression_atlas	HOXD3	homeobox D3	protein_coding	P31249	0.0	0.0		0.0	0.0	0.0	-0.4366534694728068	0.0	0.7916649999999997			-0.6929483690331628			1.0	0.0
ENSG00000136895	EFO_0003767	expression_atlas	2023	0.002	0.015	expression_atlas	GARNL3	GTPase activating Rap/RanGAP domain like 3	protein_coding	Q5VVW2	0.0	0.0		0.0	0.0	0.0	-0.4970827255678266	0.0	0.5804549999999999			0.0			-1.0	0.0
ENSG00000139209	EFO_0003767	expression_atlas	2023	0.002	0.315	expression_atlas	SLC38A4	solute carrier family 38 member 4	protein_coding	Q969I6	1.0	0.0		0.0	0.0	0.0	-0.6111689935403208	0.0	0.35100499999999996			-0.6719865334537606			1.0	0.0
ENSG00000167701	EFO_0003767	expression_atlas	2023	0.003	0.131	expression_atlas	GPT	glutamic--pyruvic transaminase	protein_coding	P24298	0.0	0.0		0.0	0.0	0.0	0.6997291102312981	-0.1733875000000001	0.36492						0.5	0.0
ENSG00000253582	EFO_0003767	expression_atlas	2023	0.001	0.089	expression_atlas																				
ENSG00000256643	EFO_0003767	expression_atlas	2023	0.001	0.14	expression_atlas																				
ENSG00000260339	EFO_0003767	expression_atlas	2023	0.002	0.017	expression_atlas																				
ENSG00000266088	EFO_0003767	expression_atlas	2023	0.006	0.072	expression_atlas																				
ENSG00000107742	EFO_0003767	expression_atlas	2023	0.009	0.091	expression_atlas	SPOCK2	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2	protein_coding	Q92563	0.0	1.0		0.0	0.0	0.0	-0.5294853094394665	0.0	0.6816049999999997						0.5	-1.0
ENSG00000110063	EFO_0003767	expression_atlas	2023	0.014	0.149	expression_atlas	DCPS	decapping enzyme, scavenger	protein_coding	Q96C86	0.0	0.0		1.0	1.0	1.0	0.39174828089185243		0.48070999999999986			-0.5716940165100484			0.5	-1.0
ENSG00000134339	EFO_0003767	expression_atlas	2023	0.017	0.548	expression_atlas	SAA2	serum amyloid A2	protein_coding	P0DJI9	0.0	1.0		0.0	0.0	0.0	0.9730152115023962	-0.836065							1.0	0.0
ENSG00000168209	EFO_0003767	expression_atlas	2023	0.004	0.141	expression_atlas	DDIT4	DNA damage inducible transcript 4	protein_coding	Q9NX09	0.0	0.0		0.0	0.0	0.0	0.4283183996665971	0.0	0.5258600000000001			-0.4700118918221574			-1.0	-1.0
ENSG00000171044	EFO_0003767	expression_atlas	2023	0.001	0.011	expression_atlas	XKR6	XK related 6	protein_coding	Q5GH73	0.0	0.0		0.0	0.0	0.0	-0.9038341321108564	0.0	0.6879899999999999						-1.0	0.5
ENSG00000259237	EFO_0003767	expression_atlas	2023	0.002	0.237	expression_atlas																				
ENSG00000261061	EFO_0003767	expression_atlas	2023	0.004	0.036	expression_atlas																				
ENSG00000285973	EFO_0003767	expression_atlas	2023	0.006	0.051	expression_atlas																				
ENSG00000109084	EFO_0003767	expression_atlas	2023	0.009	0.074	expression_atlas	TMEM97	transmembrane protein 97	protein_coding	Q5BJF2	0.0	0.0		0.0	1.0	1.0	0.6110648051677432		0.11931999999999973			-0.031038826058105984			0.5	-1.0
ENSG00000134769	EFO_0003767	expression_atlas	2023	0.006	0.054	expression_atlas	DTNA	dystrobrevin alpha	protein_coding	Q9Y4J8	0.0	0.0		0.0	0.0	0.0	-0.6692019170660555	0.0	0.623375			-0.7388209374432064			0.75	0.0
ENSG00000271420	EFO_0003767	expression_atlas	2023	0.002	0.144	expression_atlas																				
ENSG00000275896	EFO_0003767	expression_atlas	2023	0.001	0.236	expression_atlas	PRSS2	serine protease 2	protein_coding	P07478	0.0	1.0		0.0	1.0	1.0		-0.7368424999999998	0.0			-0.7923773064905798			1.0	0.0
ENSG00000106617	EFO_0003767	expression_atlas	2023	0.004	0.036	expression_atlas	PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2	protein_coding	Q9UGJ0	0.0	0.0	-1.0	0.0	1.0	1.0	-0.8168368410085435	0.0	0.67487			-0.893318840694803		0.75	0.5	-1.0
ENSG00000116132	EFO_0003767	expression_atlas	2023	0.001	0.229	expression_atlas	PRRX1	paired related homeobox 1	protein_coding	P54821	0.0	0.0		0.0	0.0	0.0	-0.30735569910398	-0.0	0.9795900000000003			-0.9200887110990225			-1.0	0.0
ENSG00000127220	EFO_0003767	expression_atlas	2023	0.002	0.016	expression_atlas	ABHD8	abhydrolase domain containing 8	protein_coding	Q96I13	0.0	0.0		0.0	0.0	0.0	-0.7418212127526568	0.0	0.4077449999999999			-0.19968429659618592			0.5	-1.0
ENSG00000133958	EFO_0003767	expression_atlas	2023	0.001	0.045	expression_atlas	UNC79	unc-79 homolog, NALCN channel complex subunit	protein_coding	Q9P2D8	1.0	0.0		0.0	0.0	0.0	-0.9433215253177746		0.6823050000000002			-0.8275321528652465			0.75	0.5
ENSG00000141349	EFO_0003767	expression_atlas	2023	0.013	0.108	expression_atlas	G6PC3	glucose-6-phosphatase catalytic subunit 3	protein_coding	Q9BUM1	0.0	0.0		0.0	0.0	0.0	0.15128151698270464	0.0	0.20519999999999997			-0.5990557243270433			-1.0	-1.0
ENSG00000143546	EFO_0003767	expression_atlas	2023	0.001	0.526	expression_atlas	S100A8	S100 calcium binding protein A8	protein_coding	P05109	0.0	1.0		0.0	0.0	0.0	0.8073556991039801	0.0	0.0						0.5	-1.0
ENSG00000204642	EFO_0003767	expression_atlas	2023	0.001	0.148	expression_atlas	HLA-F	major histocompatibility complex, class I, F	protein_coding	P30511	1.0	0.0		0.0	0.0	0.0	0.02990206292977704	-0.07805499999999999	0.0			-0.6726708956888355			0.5	0.0
ENSG00000272144	EFO_0003767	expression_atlas	2023	0.002	0.019	expression_atlas																				
ENSG00000105609	EFO_0003767	expression_atlas	2023	0.002	0.02	expression_atlas	LILRB5	leukocyte immunoglobulin like receptor B5	protein_coding	O75023	0.0	0.0		0.0	0.0	0.0	0.5619920816836841	-0.21319750000000007	0.0			0.0			0.5	0.0
ENSG00000143977	EFO_0003767	expression_atlas	2023	0.006	0.048	expression_atlas	SNRPG	small nuclear ribonucleoprotein polypeptide G	protein_coding	P62308	0.0	0.0		0.0	0.0	0.0	-0.42883934152948533	0.0	1.0						-1.0	-1.0
ENSG00000170482	EFO_0003767	expression_atlas	2023	0.001	0.407	expression_atlas	SLC23A1	solute carrier family 23 member 1	protein_coding	Q9UHI7	1.0	0.0		0.0	0.0	0.0	-0.4488435090643884	-0.08026750000000007	0.540135			-0.8233498826747556			0.75	0.0
ENSG00000174567	EFO_0003767	expression_atlas	2023	0.001	0.168	expression_atlas	GOLT1A	golgi transport 1A	protein_coding	Q6ZVE7	0.0	0.0		0.0	0.0	0.0	-0.06657637007709938	0.0	0.31818000000000024			-0.1317761340245982			1.0	0.0
ENSG00000099917	EFO_0003767	expression_atlas	2023	0.006	0.048	expression_atlas	MED15	mediator complex subunit 15	protein_coding	Q96RN5	0.0	0.0		0.0	0.0	0.0	-0.8387163992498438		0.5621850000000002						-1.0	-1.0
ENSG00000138684	EFO_0003767	expression_atlas	2023	0.001	0.082	expression_atlas	IL21	interleukin 21	protein_coding	Q9HBE4	0.0	1.0		0.0	0.0	0.0	-0.32808918524692643		0.0			-0.10741056512065361		0.5	1.0	1.0
ENSG00000143870	EFO_0003767	expression_atlas	2023	0.03	0.255	expression_atlas	PDIA6	protein disulfide isomerase family A member 6	protein_coding	Q15084	0.0	0.0		0.0	0.0	1.0	-0.5311523234007085	0.0	0.761365			-0.3123243218737365			-1.0	-1.0
ENSG00000151239	EFO_0003767	expression_atlas	2023	0.008	0.067	expression_atlas	TWF1	twinfilin actin binding protein 1	protein_coding	Q12792	0.0	0.0		0.0	0.0	0.0	-0.06991039799958321	-0.10714250000000014	0.7428550000000002			0.0			-1.0	-1.0
ENSG00000151640	EFO_0003767	expression_atlas	2023	0.005	0.042	expression_atlas	DPYSL4	dihydropyrimidinase like 4	protein_coding	O14531	0.0	0.0		0.0	0.0	0.0	-0.027088976870181303	-0.35314750000000006	0.5891599999999997						0.5	0.0
ENSG00000172725	EFO_0003767	expression_atlas	2023	0.009	0.076	expression_atlas	CORO1B	coronin 1B	protein_coding	Q9BR76	1.0	0.0		0.0	0.0	0.0	-0.16211710773077725	-0.28425249999999985	0.683025						-1.0	-1.0
ENSG00000176472	EFO_0003767	expression_atlas	2023	0.016	0.164	expression_atlas	ZNF575	zinc finger protein 575	protein_coding	Q86XF7	0.0	0.0		0.0	0.0	0.0	0.3455928318399666	0.0	0.10204000000000021						-1.0	0.0
ENSG00000180815	EFO_0003767	expression_atlas	2023	0.001	0.036	expression_atlas	MAP3K15	mitogen-activated protein kinase kinase kinase 15	protein_coding	Q6ZN16	0.0	0.0		0.0	1.0	1.0	0.4856220045842885	0.0	0.295505			-0.6734818398722514			0.75	0.5
